movieId,title,genres,year
74141,"Holy Innocents, The (Santos inocentes, Los)",Drama,1984
117344,Ragnarok,Action|Adventure,2013
146070,Poshter Boyz,(no genres listed),2014
76147,I Hate Valentine's Day,Comedy|Romance,2009
278286,Fuchzhou,Adventure|Comedy|Romance,1993
258571,The Righteous,Drama|Horror,2021
158723,Pom Pom,Action|Comedy,1984
145448,Simone e Matteo: un gioco da ragazzi,Comedy,1975
287223,"Up, Down and Sideways",Comedy,1992
91071,"Late George Apley, The",Comedy,1947
138362,A Special Day,Drama,2012
198133,Road to Life,Drama,1931
289115,Bunty Aur Babli 2,Comedy|Crime|Drama,2021
158992,The Captive City,Action|Drama,1952
164532,Crossing Point,Action|Thriller,2016
152149,Dionysus in '69,(no genres listed),1972
282117,The Wish Tree,Comedy|Drama,2008
254504,First Fall,Animation|Drama|Fantasy,2013
276035,Zwei Nasen tanken Super,Comedy,1984
166659,Libera Nos,(no genres listed),2016
168314,Be My Cat: A Film for Anne,Horror|Thriller,2015
150134,Sous le signe de Monte Cristo,Adventure,1968
130634,Furious 7,Action|Crime|Thriller,2015
223432,You Die,Drama|Horror|Thriller,2018
164945,Brother Nature,Comedy,2016
160934,El Extra,Comedy,1962
173531,Recon 2020:  The Caprini Massacre,Action|Sci-Fi,2004
207952,Getting Played,Comedy|Romance,2005
76736,Grim Reaper,Horror,2007
278596,From Subway with Love,Comedy|Romance,2005
181937,Clown of the Jungle,Animation,1947
126030,Isabelle au bois dormant,Animation|Comedy,2007
141554,Disappearing Acts,Drama|Romance,2000
417,Barcelona,Comedy|Romance,1994
44949,Hoot,Children|Comedy,2006
175003,How to Go Out on a Date in Queens,Comedy|Romance,2006
136210,American Animal,Comedy|Drama,2012
163130,Cinema Six,(no genres listed),2013
244036,Battlestar Galactica: The Lowdown,Action|Adventure|Drama|Sci-Fi,2003
78132,The Tomb,Horror|Thriller,2009
124731,Just My Luck,Comedy,1957
269490,The Kindred,Horror|Mystery|Thriller,2021
166034,The Optimists of Nine Elms,Drama,1973
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action|Romance,1992
195149,Ronnie Coleman: The King,Documentary,2018
186223,The Executioners,Horror|Thriller,2018
234111,Muscle,Thriller,2020
183779,The Passion,Comedy,2010
214364,Mannen som blev miljonär,(no genres listed),1980
174181,The Keepers,Crime|Documentary|Drama,2017
138312,Flowerman,Drama|Romance|Thriller,2014
214158,Tarts and Flowers,Animation,1950
140016,Always Watching: A Marble Hornets Story,Horror,2015
222759,The 24th,Drama,2020
272473,Australia Day,Crime|Drama,2017
191905,Budapest Tales,Drama,1977
100719,Fake It So Real,Documentary,2012
170777,There Once Was a Dog,Animation|Children|Comedy,1982
218249,Gulabo Sitabo,Comedy|Drama,2020
2376,"View to a Kill, A",Action|Adventure|Thriller,1985
199990,The White City,Drama,2014
281816,Wildcat,Documentary,2022
188571,Adam Chaplin,Horror,2011
140062,The Devil's Eight,Crime|Drama|Thriller,1969
209359,Among the Shadows,Crime|Horror|Thriller,2019
8495,Animal Factory,Crime|Drama,2000
269240,45 Days: The Fight for a Nation,Documentary,2021
123673,The Rose Garden,Drama,1990
207660,24 Frames Per Second,(no genres listed),1977
251836,Third Party Risk,Crime|Drama,1954
210771,Encounter,Horror,2016
128966,Gamera vs. Zigra,Action|Adventure|Sci-Fi,1971
188753,Unfriended: Dark Web,Horror,2018
261143,Space Girls,(no genres listed),2018
104526,So It Goes (Korsoteoria),Drama,2012
215615,Pink Floyd: Pulse,Documentary,1995
114961,Waiting for the Sea (V ozhidanii morya),Fantasy,2012
207159,Poinsettias for Christmas,Romance,2018
265314,Charles Manson Superstar,Crime|Documentary,1989
208263,Ninety Degrees in the Shade,Crime|Drama|Thriller,1965
178583,Walk Proud,Drama|Romance,1979
281096,Puss in Boots: The Last Wish,Adventure|Animation|Children|Comedy|Fantasy,2022
265686,A Man Named Scott,Documentary,2021
283433,"Keep Smiling, Mom!",Comedy,2022
181989,Holiday on the Buses,Comedy,1973
82608,Zerophilia,Comedy|Romance,2005
6744,Once Bitten,Comedy|Horror,1985
26762,Aileen Wuornos: The Selling of a Serial Killer,Documentary,1993
152635,Black Sea,(no genres listed),2009
133729,Sleepaway Camp III: Teenage Wasteland,Comedy|Horror,1989
228431,Emmanuelle Through Time: Emmanuelle's Sexy Bite,Comedy|Fantasy,2012
260947,Jerky Turkey,Animation|Comedy,1945
289157,Punorjonmo | পুনর্জন্ম,Crime|Thriller,2021
1923,There's Something About Mary,Comedy|Romance,1998
162512,Endgame,Comedy|Drama,2000
109008,Viper in the Fist,Drama,2004
159976,Pelé: Birth of a Legend,Drama,2016
192699,Warning Sign,Drama|Sci-Fi|Thriller,1985
150728,All for One,Comedy,2011
251368,When Star Wars Ruled the World,Documentary,2004
153682,The Crooked Web,Crime,1955
252610,Baggio: The Divine Ponytail,Drama,2021
171393,Eyyvah Eyvah,(no genres listed),2010
247094,One Summer Night,Drama,2016
223342,Japan: A Story of Love and Hate,Documentary,2008
8888,Stealing Time (a.k.a. Rennie's Landing),Drama,2001
252484,Barbarous Mexico,Fantasy|Horror,2014
92641,Warsaw Bridge (Pont de Varsòvia),(no genres listed),1990
186941,Golden Years,Comedy|Crime,2016
132975,Garrison Keillor: The Man on the Radio in the Red Shoes,Documentary,2009
31,Dangerous Minds,Drama,1995
8004,Planet of the Vampires (Terrore nello spazio),Horror|Sci-Fi,1965
4723,"Deep End, The",Drama,2001
170451,Dumbland,(no genres listed),2002
221496,Blood Vessel,Horror|Sci-Fi,2019
182153,Donald's Cousin Gus,Animation,1939
227955,Bad Batch,(no genres listed),2010
53774,"Mystery of Picasso, The (Le mystère Picasso)",Documentary,1956
141716,Blind Man,Action|Thriller,2012
228441,Land Shark,Horror|Thriller,2017
254392,Initiation,Crime|Horror|Mystery|Thriller,2021
2540,"Corruptor, The",Action|Crime|Drama|Thriller,1999
167310,The Caretaker,Horror|Thriller,2016
1740,Men of Means,Action|Drama,1999
103042,Man of Steel,Action|Adventure|Fantasy|Sci-Fi|IMAX,2013
175545,Dragstrip Girl,(no genres listed),1994
279862,A Room of My Own,Drama,2022
6117,Privates on Parade,Comedy|Drama|War,1982
280258,The Wonder,Drama|Mystery|Thriller,2022
191499,Gunde Jaari Gallanthayyinde,Romance,2013
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,Action|Adventure|Drama,1999
215381,Justine,Drama,2019
202025,Olivia,Crime|Drama|Horror|Romance,1983
263073,Christmas Waltz,Drama|Romance,2020
171455,Fabricated City,Action|Crime,2017
1235,Harold and Maude,Comedy|Drama|Romance,1971
185715,Layla M.,Drama,2016
120524,The Biggest Bundle of Them All,Comedy|Crime,1968
248314,Theban Plays: Oedipus the King,Drama,1986
165537,The Windmill,Horror,2016
4086,"Big Easy, The",Action|Crime|Mystery|Romance|Thriller,1987
8587,Mayor of the Sunset Strip,Documentary,2003
195193,The Limousine,Comedy,2014
113510,Switch,Action|Crime|Thriller,2011
217941,Virgin,Drama,2003
288581,Taylor Mac's 24-Decade History of Popular Music,Documentary,2023
184135,Anne Frank: The Whole Story,Drama|War,2001
187031,Jurassic World: Fallen Kingdom,Action|Adventure|Drama|Sci-Fi|Thriller,2018
121620,Thieves Fall Out,Comedy,1941
6454,Music Box,Drama,1989
220370,The Dalai Lama: Scientist,Documentary,NA
190921,The Silver Chair,Adventure|Children|Fantasy,1990
103489,Arctic Blast,Sci-Fi|Thriller,2010
190103,Manila in the Claws of Light,Drama|Mystery,1975
174213,The Sealed Room,Drama|Horror,1909
75345,Failan,Drama|Romance,2001
177295,Jesús,Children|Drama,2016
123225,Winning Streak,Drama,2012
5705,Xanadu,Fantasy|Musical|Romance,1980
158238,The Nice Guys,Crime|Mystery|Thriller,2016
200290,Female Human Animal,Thriller,2018
151319,Notias,Comedy|Drama,2016
223017,Red apples,Drama,2017
116666,Dr Jekyll & Sister Hyde,Horror|Sci-Fi,1971
184817,Lunch Meat,Drama|Horror,1987
5017,"Big Heat, The",Drama|Film-Noir,1953
38839,"Ketchup Effect, The (Hip Hip Hora!)",Drama,2004
254903,The Day the Earth Stopped,Action|Adventure|Sci-Fi|Thriller,2008
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Comedy|Fantasy|Romance,2002
263373,The Railway Children,Children|Drama,2000
133497,Goldface il fantastico Superman,Adventure|Crime,1967
172215,Saved by the Bell: Hawaiian Style,Comedy,1992
195987,DriverX,Drama,2018
148675,North Pole: Open For Christmas,Children|Fantasy,2015
254048,Unclenching the Fists,Drama,2021
276217,Ip Man: The Awakening,Action|Adventure|Drama,2022
27347,Good Advice,Comedy|Romance,2001
232045,Gully,(no genres listed),2019
277324,Carter,Action|Thriller,2022
192679,"Parakalo, gynaikes, min klaite...",(no genres listed),1992
121961,The Young Racers,Action|Drama,1963
144182,SPL 2: A Time for Consequences,Action|Crime|Drama,2015
174177,Grandma and the Bad Boys,(no genres listed),1900
123115,Why Be Good?,Comedy|Drama|Romance,1929
213431,The Fable,Action|Comedy,2019
7194,Bonjour tristesse,Drama,1958
157987,The Love Eterne,(no genres listed),1963
1552,Con Air,Action|Adventure|Thriller,1997
194388,Gamera: Guardian of the Universe,Action|Adventure|Drama|Fantasy|Sci-Fi|Thriller,1995
201318,Deer Woman,Comedy|Horror,2005
106992,Cousin Angelica (La prima Angélica),Drama,1974
213047,Makmum,Horror,2019
32296,Miss Congeniality 2: Armed and Fabulous,Adventure|Comedy|Crime,2005
145162,Ripper: Letter from Hell,Horror,2001
4621,Look Who's Talking,Comedy|Romance,1989
204804,Bob Saget: Zero to Sixty,Comedy,2017
275281,Unlicensed Cemetery: The John Wayne Gacy Murders,(no genres listed),2002
4799,"It's a Mad, Mad, Mad, Mad World",Action|Adventure|Comedy|Crime,1963
139653,Winston Churchill: Walking with Destiny,Documentary,2010
263965,Downton Abbey: Christmas Special 2015,Children|Drama|Romance,2015
272135,Bodies Bodies Bodies,Comedy|Horror|Thriller,2022
246110,Klara,Adventure|Children,2010
185749,The Last Horror Film,Comedy|Horror,1982
86852,"Beaver, The",Drama,2011
126737,Dark Dungeons,Drama|Fantasy,2014
186603,Method,Thriller,2004
163873,Scared Stiff,Horror,1987
135454,Alien vs. Ninja,Action|Horror|Sci-Fi|Thriller,2010
215775,Little Heroes,(no genres listed),1999
147346,Final Exam,Horror,1981
139598,Yellowbird,Animation|Children|Comedy,2014
126787,The Last Time I Saw Macao,Documentary|Thriller,2012
96294,Bells of Innocence,Horror,2003
277164,Venky,Adventure|Comedy,2004
120114,Summertime,Comedy,2014
220930,Suk Suk,Drama,2020
207850,Gasht-e 2,Comedy,2017
137841,Harlow,Drama,1965
165661,The Piper,Fantasy|Horror,2015
169512,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,Action|Animation,2007
195649,Quién te cantará,Drama|Mystery,2018
244656,Simple Passion,Drama|Romance,2020
240628,Bottom Feeder,Horror|Sci-Fi,2007
105490,Almost You,Comedy|Drama,1985
5076,"Adventures of Huck Finn, The",Adventure|Children|Comedy|Drama,1993
222419,Khuda Haafiz,Action|Romance|Thriller,2020
152041,100% Love,Drama|Romance,2011
6494,On_Line (a.k.a. On Line),Drama,2002
238804,Life After All,Children|Drama,2003
277822,Miss Nobody,Drama,1996
609,Homeward Bound II: Lost in San Francisco,Adventure|Children,1996
241660,Requiem for a Heavyweight,(no genres listed),1956
173773,Destiny,Drama,2006
131771,Senior Week,(no genres listed),1988
8584,Leave Her to Heaven,Drama|Film-Noir,1945
196329,Sons of Norway,Drama,2011
2868,Fright Night Part II,Horror,1988
136526,Thunder In Paradise,(no genres listed),1993
92648,BookWars,Comedy|Crime|Documentary,2000
7833,Shadow of the Thin Man,Comedy|Crime|Mystery,1941
253794,In Your Shoes,Comedy,2020
169258,Gangs,Comedy|Drama,2009
32354,Free Radicals (Böse Zellen),Drama,2003
203936,Zombies,(no genres listed),2019
101388,"Colder Kind of Death, A",Crime|Drama|Mystery,2001
268732,Scream,Horror|Mystery|Thriller,2022
177917,Papa ou maman 2,Comedy,2016
178339,The Classic,Drama|Romance,2003
183647,11 September Vragen,Documentary,2016
153642,Schoffies,(no genres listed),2006
4786,"Legend of Hell House, The",Horror|Thriller,1973
222117,Music,Drama,2020
152627,Balls to the Wall,Comedy,2011
145722,Cold & Dark,Action|Crime|Horror|Thriller,2005
288767,Human Resources,Horror|Mystery,2021
2839,West Beirut (West Beyrouth),Drama,1998
191857,The Bleeding Edge,Documentary,2018
168054,After the Fall,Drama,2010
181891,Slide Donald Slide,Animation|Children|Comedy,1949
264059,The Heater,Thriller,2019
250572,Hare Ribbin',Animation|Comedy,1944
194152,Sleep No More,Horror,2018
216535,Prank,Crime|Horror,2013
128758,Judge Fayard Called the Sheriff,Crime|Drama,1977
251572,My Dog's Christmas Miracle,Children|Comedy,2011
103333,Blutzbrüdaz,Comedy,2013
36553,In Old Chicago,Action|Drama|Musical|War,1937
2973,Crimes and Misdemeanors,Comedy|Crime|Drama,1989
4117,Hope and Glory,Drama,1987
130239,Warriors Five,(no genres listed),1962
133699,Black Friday,Crime|Drama|Thriller,2004
27328,Monday,Action|Comedy|Crime|Fantasy|Thriller,2000
8157,Jin Roh: The Wolf Brigade (Jin-Rô),Animation|Fantasy|Thriller,1998
137924,Dark Souls,Horror|Thriller,2011
220776,International Khiladi,Action|Crime|Drama|Romance|Thriller,1999
278952,Moon Man,Comedy|Sci-Fi,2022
162374,The Rack Pack,Comedy|Drama,2016
213976,Lost Girls,Drama|Mystery|Thriller,2020
33970,Equinox,Drama|Mystery|Thriller,1992
77808,Bobby Deerfield,Drama|Romance,1977
125301,The Little Hut,Comedy|Romance,1957
187973,Father Frost and the Summer,Animation,1969
235551,The Orange Years: The Nickelodeon Story,Documentary,2018
155115,Asura,Animation|Drama|Horror,2012
100517,"World Before Her, The",Documentary,2012
114420,When Eight Bells Toll,Action|Adventure|Crime|Mystery,1971
162126,Autobiography of a Princess,(no genres listed),1975
280674,Reclaim,Children|Drama,2022
182941,The Motive,Drama|Thriller,2017
288591,Little Red Walking Hood,Animation|Comedy,1937
149398,On the Twelfth Day of Christmas,Children,2015
241708,Video Diary of a Lost Girl,Comedy|Fantasy|Horror,2012
150018,Verlengd Weekend,Comedy|Drama,2005
133431,Carambola's Philosophy: In the Right Pocket,Comedy|Western,1975
172855,Путь к себе,Romance,2010
144240,Screaming Mimi,Thriller,1958
226888,The Dark and the Wicked,Horror,2020
214922,Love. Wedding. Repeat,(no genres listed),2020
211754,Blood Widow,Horror|Mystery|Thriller,2019
280194,The Inhabitant,Horror|Thriller,2022
273767,Tomb of the River,Action|Crime|Drama,2021
254758,The Greenhouse,Drama|Fantasy,2021
120923,Under a Lucky Star,Comedy,2014
243586,Operation Varsity Blues: The College Admissions Scandal,Crime|Documentary,2021
150395,Assassination Classroom,Action|Adventure|Sci-Fi,2015
160350,Alien Lockdown,Sci-Fi,2004
217573,5G Zombies,Horror,2020
117586,My Dear Desperado,Comedy,2010
254460,Jungle Cruise,Adventure|Children|Comedy|Fantasy,2021
128129,The Dead Are Alive,Horror|Mystery|Thriller,1972
279394,Innocence,Drama|Thriller,2011
2011,Back to the Future Part II,Adventure|Comedy|Sci-Fi,1989
138198,Greg Fitzsimmons: Life on Stage,(no genres listed),2013
5284,Crush,Comedy|Romance,2001
25956,"Secret Garden, The",Children|Drama,1949
177977,The Secret Rivals,Action,1976
262735,Walk the Dog,Drama,2014
173953,Don't Give Up the Sheep,(no genres listed),1953
176237,The One-Man Band,Action|Fantasy|Thriller,1900
203222,The Lion King,Adventure|Animation|Children|Drama,2019
164707,Go Figure,Children|Comedy|Drama,2005
273977,365 Days: This Day,Drama|Romance,2022
61465,Bangkok Dangerous,Action|Crime|Thriller,2008
106195,How I Live Now,Action|Drama|Thriller,2013
223316,Satte Pe Satta,Comedy,1982
151505,Carpet Racers,Documentary,2009
150898,General Nil,(no genres listed),2009
186631,Everybody Knows,Drama,2018
151426,L'arciere di fuoco,Adventure,1971
98376,"Yellow Cab Man, The",Comedy|Drama|Romance,1950
89492,Moneyball,Drama,2011
126158,Frenchmen 2,Comedy|Romance,2007
205603,Always - Sunset on Third Street 3,Comedy|Drama,2012
244562,Going Nuts - Tales from the Squirrel World,Documentary,2019
155932,So This Is Love,(no genres listed),1953
200556,Cry Danger,Crime|Drama|Thriller,1951
291685,Where the Wind Blows,Crime|Drama|Thriller,2023
71280,"Wreck of the Mary Deare, The",Drama|Thriller,1959
264980,To the Victory at Last,Drama,1997
83381,Seven Thieves,Crime|Drama,1960
4854,Clambake,Musical,1967
98114,Bloodtide,Horror,1982
161179,To Steal from a Thief,Crime|Thriller,2016
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",Adventure|Crime|Drama|Western,1964
193213,Forget About It,Comedy|Drama,2006
26501,Choose Me,Comedy|Romance,1984
155172,The Staple of News,(no genres listed),2014
179309,Wuthering Heights,Drama|Romance,1953
63436,Saw V,Crime|Horror|Thriller,2008
7319,Club Dread,Comedy|Horror,2004
123227,The Slaughter,Horror,2006
196097,The Zen Diaries of Garry Shandling: Parts 1 & 2,Comedy|Documentary,NA
211185,Ella Fitzgerald: Just One of Those Things,Documentary,2019
250208,White People Money,Comedy,2021
147300,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,Crime|Mystery,1986
212715,Shanghai 13,Action,1984
184237,Uttama Villain,Comedy|Drama|Romance,2015
2738,Crimes of the Heart,Comedy|Drama,1986
269536,Sörensen's Fear,Comedy|Crime,2020
145626,Gold for the Caesars,Action|Adventure,1963
280388,Last Summer,Drama|Romance,2021
154386,Normaal: Ik Kom Altied Weer Terug,(no genres listed),NA
220156,All Inclusive,Documentary,2018
287011,Daniel Boone,Western,1936
108951,Rain or Shine,Comedy|Drama|Romance,1930
95784,Intohimon vallassa,Drama|Romance,1947
2852,"Soldier's Story, A",Drama,1984
173863,X500,(no genres listed),2016
76,Screamers,Action|Sci-Fi|Thriller,1995
193183,Death of a Nation,Documentary,2018
84565,Legend of the Eight Samurai (Satomi hakken-den),Action|Adventure|Drama|Fantasy,1983
152834,Sin,Action|Romance|Thriller,2003
158290,Kaakha Kaakha,Action|Crime|Thriller,2003
246854,Mandoo,(no genres listed),2010
4400,Donovan's Brain,Sci-Fi,1953
203180,Ducoboo 2: Crazy Vacation,Comedy,2012
208495,American Son,Drama,2019
173619,Fugitives,Comedy|Crime,1986
151139,Carnival Story,Drama|Romance,1954
159449,African Safari,Documentary,2013
191283,Disgraced,Documentary,2017
280084,Teenage Yakuza,Action|Crime,1962
144928,El Analfabeto,Comedy,1961
190573,My Little Loves,Drama,1974
103139,"Mugger, The (El asaltante)",Drama,2007
151607,Funky Monkey,Children|Comedy,2004
139096,Unmatched,Documentary,2010
243842,Attack from the Sea,Drama|War,1953
6650,Kind Hearts and Coronets,Comedy|Drama,1949
81758,Faces of Schlock,Comedy|Horror,2005
7176,Crimson Gold (Talaye sorgh),Drama,2003
276423,Jag är med barn,Comedy,1979
2312,Children of a Lesser God,Drama,1986
108529,Vizontele Tuuba,Comedy|Drama,2004
158635,Just Between Us,Comedy|Drama,2010
48780,"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,2006
146210,Blue Mountain State: The Rise of Thadland,Comedy,2015
86355,Atlas Shrugged: Part 1,Drama|Mystery|Sci-Fi,2011
163310,A Visit with Truman Capote,Documentary,1966
155695,Bela Lugosi Meets a Brooklyn Gorilla,Comedy|Sci-Fi,1952
213610,Le sexe des anges,(no genres listed),1977
1688,Anastasia,Adventure|Animation|Children|Drama|Musical,1997
185965,Murder on the Cape,Drama,2017
139507,Lissi and the Wild Emperor,Animation|Comedy,2007
250576,Hot Cross Bunny,Animation|Comedy,1948
131852,The Mad Genius,Drama|Horror|Romance,1931
101715,Loaded,Action|Crime|Drama|Thriller,2008
54272,"Simpsons Movie, The",Animation|Comedy,2007
258583,La Recta Provincia,Drama,2007
187143,Hedi,Drama,2016
157931,La Cage,Drama,1975
117492,Alien Nation: Body and Soul,Sci-Fi,1995
5072,Metropolis,Animation|Sci-Fi,2001
259909,Italian Studies,Drama,2021
193661,Two Weeks in Hell,Documentary,2009
271777,Anthony,Comedy|Drama,2014
167188,The Reunion 2 - The Funeral,Comedy,2014
122088,Water,Adventure|Comedy|Drama,1985
184193,Raees,Action|Crime|Thriller,2017
136108,Vacanze d'inverno,(no genres listed),1959
81853,These Are the Damned (a.k.a. The Damned),Drama|Fantasy|Romance|Sci-Fi,1963
270624,The Painter and the Pointer,Animation,1944
178125,D@bbe 2,Horror|Mystery,2009
204718,The Gatehouse,Adventure|Drama|Fantasy|Horror,2016
42725,Grandma's Boy,Comedy,2006
287227,Fool's Paradise,Comedy,2023
202503,L.A. Takedown,Action|Crime|Drama|Thriller,1989
232941,Baby It's You,Comedy|Drama|Romance,1983
131678,Summer Job,(no genres listed),1989
102115,Prinsessa Ruusunen,Children|Fantasy|Romance,1949
192565,We the Animals,Drama,2018
157985,Unter Strom,Comedy,2009
140876,Do Lado de Fora,Comedy,2014
177549,Ziegfeld Girl,Drama|Romance,1941
132688,Falling From Grace,Drama|Romance,1992
92427,Woman in Love (Rubbeldiekatz),Comedy,2011
237820,Born a Champion,Action|Drama,2021
173571,The Second Tragic Fantozzi,Comedy,1976
8427,Americathon,Comedy|Sci-Fi,1979
60145,"Penalty, The",Crime|Drama|Horror,1920
244188,7 Days Out,Documentary,2018
4401,Donovan's Reef,Action|Comedy|Romance,1963
124735,Love Bites,Comedy|Romance,1993
173629,Appleseed: Ex Machina,Action|Animation|Sci-Fi|Thriller,2007
212801,Fist from Shaolin,Action,1993
236359,Serial Cook,Comedy|Drama,2018
221184,Fireball 500,Action|Comedy|Drama,1966
771,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La)",Comedy|Drama,1987
67247,Praying with Lior,Documentary,2008
131984,Off the Mark,(no genres listed),1987
211067,Os Farofeiros,Comedy,2018
270604,Schönes Schlamassel,Comedy|Romance,2020
77332,Don's Plum,Drama,2001
129223,Tarzan's Savage Fury,Action|Adventure,1952
122563,InSight,Mystery|Thriller,2011
260771,"So Close, So Far",(no genres listed),2005
907,"Gay Divorcee, The",Comedy|Musical|Romance,1934
131272,Last Flight Out,Action,2004
934,Father of the Bride,Comedy,1950
74864,Road Trip: Beer Pong,Comedy,2009
169468,Lure: Teen Fight Club,Action|Crime|Drama,2010
275439,Field Guide To November Days,(no genres listed),2010
270928,Project Gemini,Sci-Fi,2022
149004,Bolshoi Babylon,Documentary,2015
280352,Unicorn Wars,Action|Animation|Comedy|Fantasy|Horror|War,2022
209035,time for sushi,Animation|Comedy,2017
5909,Visitor Q (Bizita Q),Comedy|Drama|Horror,2001
107855,Ditirambo,Comedy|Drama|Mystery|Thriller,1969
281460,Jerry's Diary,Animation|Comedy,1949
105865,"Enemy Within, The (O ehthros mou)",Drama,2013
76091,Mother (Madeo),Crime|Drama|Mystery|Thriller,2009
46965,Snakes on a Plane,Action|Comedy|Horror|Thriller,2006
1877,Little Men,Drama,1998
118234,"Party Animal, The",Comedy,1984
140830,The Legend Of Secret Pass,Animation|Children|Fantasy,2010
5590,"Mack, The",Crime,1973
234352,Close Calls,Horror,2017
160153,Angels One Five,Drama|War,1952
116309,Crime in the Streets,Crime,1956
196037,Monstrum,Action|Fantasy,2018
154965,Mojave Phone Booth,Drama|Horror,2006
5065,"Mothman Prophecies, The",Drama|Fantasy|Horror|Mystery|Thriller,2002
256729,This Game's Called Murder,Comedy|Thriller,2021
283017,The People's Joker,Comedy,2022
240204,Irresistible,Comedy|Drama,2011
3096,My Man Godfrey,Comedy,1957
25835,Dead End,Crime|Drama|Film-Noir,1937
136650,Balls Out,Comedy,2014
174339,Rose o' Salem Town,Drama,1910
211171,Glamour & Glory,Comedy,2012
79533,"Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase)",Animation|Children|Comedy,1979
216581,40: The Temptation of Christ,Drama,2020
179093,The Stray,Children|Drama,2017
259529,Disney Parks Frozen Christmas Celebration,Children,2014
141737,Grantham and Rose,Comedy|Drama,2014
196745,The Island,Comedy|Drama|Mystery,2018
276859,Jane Shore,Drama,1915
183547,T.J. Miller: Meticulously Ridiculous,Comedy,2017
187895,Ananda Thandavam,Children|Drama|Romance,2009
203537,Vidas Partidas,Drama,2016
233071,Concrete Plans,Thriller,2020
173211,Anjelah Johnson: The Homecoming Show,Comedy,2013
122865,The Violent Breed,Action,1984
195799,The Trial,Documentary,2018
181799,No Hunting,Animation,1955
2527,Westworld,Action|Sci-Fi|Thriller|Western,1973
125287,Heidi,Children|Drama,2005
97968,Gallowwalkers,Action|Horror|Sci-Fi|Western,2012
164149,Theo and Hugo,Drama,2016
160984,The Son of Joseph,Comedy|Drama,2016
97548,Giger's Necronomicon,Documentary,1975
110919,All Hands on Deck,Comedy|Musical,1961
2405,"Jewel of the Nile, The",Action|Adventure|Comedy|Romance,1985
155605,Test,Drama,2014
228651,The Making of Annihilation,Documentary,2018
194380,Subterano,Sci-Fi,2003
189833,Inheritance,(no genres listed),NA
163647,Archivo 253,Horror,2015
259751,Parallel Mothers,Drama,2021
229061,Skin: A History of Nudity in the Movies,Documentary,2020
158352,I Aim at the Stars,Drama,1960
4279,True Believer,Crime,1989
